service,operation,formula,variant,variant_category,case_id,identifiable,target_projection,payload_projection,candidate,unsigned_candidate,direct_observable,provenance_only,reject_all_relations,hidden_valid,hidden_state_upper_bound
sqlite,token_rotate,cross_channel,observer_duplicate_p1,observer_retry,token_rotate--observer_duplicate_p1,False,global_bijection,global_bijection,False,False,False,False,False,True,True
sqlite,token_rotate,cross_channel,undeclared_probe_local_projection,projection,token_rotate--undeclared_probe_local_projection,False,global_bijection,global_bijection,False,False,True,True,False,True,True
sqlite,token_rotate,cross_channel,masked_missing_p1,observer_masking,token_rotate--masked_missing_p1,False,global_bijection,global_bijection,False,False,True,True,False,False,False
sqlite,token_rotate,cross_channel,masked_duplicate_p1,observer_masking,token_rotate--masked_duplicate_p1,False,global_bijection,global_bijection,False,False,True,True,False,False,False
sqlite,token_rotate,cross_channel,masked_target_flip_p1,observer_masking,token_rotate--masked_target_flip_p1,False,global_bijection,global_bijection,False,False,True,True,False,False,False
sqlite,token_rotate,cross_channel,masked_forbidden_p1,observer_masking,token_rotate--masked_forbidden_p1,False,global_bijection,global_bijection,False,False,True,True,False,False,False
git,contact_insert,target_eq,clean,clean,contact_insert--clean,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,missing_p1,service,contact_insert--missing_p1,True,identity,identity,False,False,False,False,False,False,False
git,contact_insert,target_eq,missing_p2,service,contact_insert--missing_p2,True,identity,identity,False,False,False,False,False,False,False
git,contact_insert,target_eq,missing_both,service,contact_insert--missing_both,True,identity,identity,False,False,False,False,False,False,False
git,contact_insert,target_eq,duplicate_p1,service,contact_insert--duplicate_p1,True,identity,identity,False,False,False,False,False,False,False
git,contact_insert,target_eq,duplicate_p2,service,contact_insert--duplicate_p2,True,identity,identity,False,False,False,False,False,False,False
git,contact_insert,target_eq,duplicate_both,service,contact_insert--duplicate_both,True,identity,identity,False,False,False,False,False,False,False
git,contact_insert,target_eq,forbidden_p1,service,contact_insert--forbidden_p1,True,identity,identity,False,False,False,False,False,False,False
git,contact_insert,target_eq,forbidden_p2,service,contact_insert--forbidden_p2,True,identity,identity,False,False,False,False,False,False,False
git,contact_insert,target_eq,forbidden_both,service,contact_insert--forbidden_both,True,identity,identity,False,False,False,False,False,False,False
git,contact_insert,target_eq,target_constant_p1_0,service,contact_insert--target_constant_p1_0,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,target_constant_p1_1,service,contact_insert--target_constant_p1_1,True,identity,identity,False,False,False,True,False,False,False
git,contact_insert,target_eq,target_constant_p2_0,service,contact_insert--target_constant_p2_0,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,target_constant_p2_1,service,contact_insert--target_constant_p2_1,True,identity,identity,False,False,False,True,False,False,False
git,contact_insert,target_eq,target_constant_both_0,service,contact_insert--target_constant_both_0,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,target_constant_both_1,service,contact_insert--target_constant_both_1,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_constant_p1_0,service,contact_insert--payload_constant_p1_0,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_constant_p1_1,service,contact_insert--payload_constant_p1_1,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_constant_p2_0,service,contact_insert--payload_constant_p2_0,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_constant_p2_1,service,contact_insert--payload_constant_p2_1,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_constant_both_0,service,contact_insert--payload_constant_both_0,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_constant_both_1,service,contact_insert--payload_constant_both_1,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,target_flip_p1,service,contact_insert--target_flip_p1,True,identity,identity,False,False,False,True,False,False,False
git,contact_insert,target_eq,target_flip_p2,service,contact_insert--target_flip_p2,True,identity,identity,False,False,False,True,False,False,False
git,contact_insert,target_eq,target_flip_both,service,contact_insert--target_flip_both,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_flip_p1,service,contact_insert--payload_flip_p1,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_flip_p2,service,contact_insert--payload_flip_p2,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_flip_both,service,contact_insert--payload_flip_both,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,target_from_payload_p1,service,contact_insert--target_from_payload_p1,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,target_from_payload_p2,service,contact_insert--target_from_payload_p2,True,identity,identity,False,False,False,True,False,False,False
git,contact_insert,target_eq,target_from_payload_both,service,contact_insert--target_from_payload_both,True,identity,identity,False,False,False,True,False,False,False
git,contact_insert,target_eq,payload_from_target_p1,service,contact_insert--payload_from_target_p1,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_from_target_p2,service,contact_insert--payload_from_target_p2,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,payload_from_target_both,service,contact_insert--payload_from_target_both,True,identity,identity,True,True,True,True,False,True,True
git,contact_insert,target_eq,observer_drop_p1,observer_loss,contact_insert--observer_drop_p1,True,identity,identity,False,False,False,False,False,True,True
git,contact_insert,target_eq,observer_retry_duplicate_p1,observer_retry,contact_insert--observer_retry_duplicate_p1,True,identity,identity,False,False,False,False,False,True,True
git,contact_insert,target_eq,undeclared_probe_local_projection,projection,contact_insert--undeclared_probe_local_projection,True,identity,identity,False,False,False,True,False,True,True
git,contact_insert,target_eq,masked_missing_p1,observer_masking,contact_insert--masked_missing_p1,True,identity,identity,True,True,True,True,False,False,False
git,contact_insert,target_eq,masked_duplicate_p1,observer_masking,contact_insert--masked_duplicate_p1,True,identity,identity,True,True,True,True,False,False,False
git,contact_insert,target_eq,masked_target_flip_p1,observer_masking,contact_insert--masked_target_flip_p1,True,identity,identity,True,True,True,True,False,False,False
git,contact_insert,target_eq,masked_forbidden_p1,observer_masking,contact_insert--masked_forbidden_p1,True,identity,identity,True,True,True,True,False,False,False
git,contact_update,target_ne,clean,clean,contact_update--clean,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,missing_p1,service,contact_update--missing_p1,True,global_bijection,identity,False,False,False,False,False,False,False
git,contact_update,target_ne,missing_p2,service,contact_update--missing_p2,True,global_bijection,identity,False,False,False,False,False,False,False
git,contact_update,target_ne,missing_both,service,contact_update--missing_both,True,global_bijection,identity,False,False,False,False,False,False,False
git,contact_update,target_ne,duplicate_p1,service,contact_update--duplicate_p1,True,global_bijection,identity,False,False,False,False,False,False,False
git,contact_update,target_ne,duplicate_p2,service,contact_update--duplicate_p2,True,global_bijection,identity,False,False,False,False,False,False,False
git,contact_update,target_ne,duplicate_both,service,contact_update--duplicate_both,True,global_bijection,identity,False,False,False,False,False,False,False
git,contact_update,target_ne,forbidden_p1,service,contact_update--forbidden_p1,True,global_bijection,identity,False,False,False,False,False,False,False
git,contact_update,target_ne,forbidden_p2,service,contact_update--forbidden_p2,True,global_bijection,identity,False,False,False,False,False,False,False
git,contact_update,target_ne,forbidden_both,service,contact_update--forbidden_both,True,global_bijection,identity,False,False,False,False,False,False,False
git,contact_update,target_ne,target_constant_p1_0,service,contact_update--target_constant_p1_0,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,target_constant_p1_1,service,contact_update--target_constant_p1_1,True,global_bijection,identity,False,False,False,True,False,False,False
git,contact_update,target_ne,target_constant_p2_0,service,contact_update--target_constant_p2_0,True,global_bijection,identity,False,False,False,True,False,False,False
git,contact_update,target_ne,target_constant_p2_1,service,contact_update--target_constant_p2_1,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,target_constant_both_0,service,contact_update--target_constant_both_0,True,global_bijection,identity,False,False,False,True,False,False,False
git,contact_update,target_ne,target_constant_both_1,service,contact_update--target_constant_both_1,True,global_bijection,identity,False,False,False,True,False,False,False
git,contact_update,target_ne,payload_constant_p1_0,service,contact_update--payload_constant_p1_0,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_constant_p1_1,service,contact_update--payload_constant_p1_1,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_constant_p2_0,service,contact_update--payload_constant_p2_0,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_constant_p2_1,service,contact_update--payload_constant_p2_1,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_constant_both_0,service,contact_update--payload_constant_both_0,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_constant_both_1,service,contact_update--payload_constant_both_1,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,target_flip_p1,service,contact_update--target_flip_p1,True,global_bijection,identity,False,False,False,True,False,False,False
git,contact_update,target_ne,target_flip_p2,service,contact_update--target_flip_p2,True,global_bijection,identity,False,False,False,True,False,False,False
git,contact_update,target_ne,target_flip_both,service,contact_update--target_flip_both,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_flip_p1,service,contact_update--payload_flip_p1,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_flip_p2,service,contact_update--payload_flip_p2,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_flip_both,service,contact_update--payload_flip_both,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,target_from_payload_p1,service,contact_update--target_from_payload_p1,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,target_from_payload_p2,service,contact_update--target_from_payload_p2,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,target_from_payload_both,service,contact_update--target_from_payload_both,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_from_target_p1,service,contact_update--payload_from_target_p1,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_from_target_p2,service,contact_update--payload_from_target_p2,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,payload_from_target_both,service,contact_update--payload_from_target_both,True,global_bijection,identity,True,True,True,True,False,True,True
git,contact_update,target_ne,observer_drop_p1,observer_loss,contact_update--observer_drop_p1,True,global_bijection,identity,False,False,False,False,False,True,True
git,contact_update,target_ne,observer_retry_duplicate_p1,observer_retry,contact_update--observer_retry_duplicate_p1,True,global_bijection,identity,False,False,False,False,False,True,True
git,contact_update,target_ne,undeclared_probe_local_projection,projection,contact_update--undeclared_probe_local_projection,True,global_bijection,identity,False,False,False,True,False,True,True
git,contact_update,target_ne,masked_missing_p1,observer_masking,contact_update--masked_missing_p1,True,global_bijection,identity,True,True,True,True,False,False,False
git,contact_update,target_ne,masked_duplicate_p1,observer_masking,contact_update--masked_duplicate_p1,True,global_bijection,identity,True,True,True,True,False,False,False
git,contact_update,target_ne,masked_target_flip_p1,observer_masking,contact_update--masked_target_flip_p1,True,global_bijection,identity,True,True,True,True,False,False,False
git,contact_update,target_ne,masked_forbidden_p1,observer_masking,contact_update--masked_forbidden_p1,True,global_bijection,identity,True,True,True,True,False,False,False
git,task_assign,payload_eq,clean,clean,task_assign--clean,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,missing_p1,service,task_assign--missing_p1,True,identity,identity,False,False,False,False,False,False,False
git,task_assign,payload_eq,missing_p2,service,task_assign--missing_p2,True,identity,identity,False,False,False,False,False,False,False
git,task_assign,payload_eq,missing_both,service,task_assign--missing_both,True,identity,identity,False,False,False,False,False,False,False
git,task_assign,payload_eq,duplicate_p1,service,task_assign--duplicate_p1,True,identity,identity,False,False,False,False,False,False,False
git,task_assign,payload_eq,duplicate_p2,service,task_assign--duplicate_p2,True,identity,identity,False,False,False,False,False,False,False
git,task_assign,payload_eq,duplicate_both,service,task_assign--duplicate_both,True,identity,identity,False,False,False,False,False,False,False
git,task_assign,payload_eq,forbidden_p1,service,task_assign--forbidden_p1,True,identity,identity,False,False,False,False,False,False,False
git,task_assign,payload_eq,forbidden_p2,service,task_assign--forbidden_p2,True,identity,identity,False,False,False,False,False,False,False
git,task_assign,payload_eq,forbidden_both,service,task_assign--forbidden_both,True,identity,identity,False,False,False,False,False,False,False
git,task_assign,payload_eq,target_constant_p1_0,service,task_assign--target_constant_p1_0,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_constant_p1_1,service,task_assign--target_constant_p1_1,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_constant_p2_0,service,task_assign--target_constant_p2_0,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_constant_p2_1,service,task_assign--target_constant_p2_1,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_constant_both_0,service,task_assign--target_constant_both_0,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_constant_both_1,service,task_assign--target_constant_both_1,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,payload_constant_p1_0,service,task_assign--payload_constant_p1_0,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,payload_constant_p1_1,service,task_assign--payload_constant_p1_1,True,identity,identity,False,False,False,True,False,False,False
git,task_assign,payload_eq,payload_constant_p2_0,service,task_assign--payload_constant_p2_0,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,payload_constant_p2_1,service,task_assign--payload_constant_p2_1,True,identity,identity,False,False,False,True,False,False,False
git,task_assign,payload_eq,payload_constant_both_0,service,task_assign--payload_constant_both_0,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,payload_constant_both_1,service,task_assign--payload_constant_both_1,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_flip_p1,service,task_assign--target_flip_p1,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_flip_p2,service,task_assign--target_flip_p2,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_flip_both,service,task_assign--target_flip_both,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,payload_flip_p1,service,task_assign--payload_flip_p1,True,identity,identity,False,False,False,True,False,False,False
git,task_assign,payload_eq,payload_flip_p2,service,task_assign--payload_flip_p2,True,identity,identity,False,False,False,True,False,False,False
git,task_assign,payload_eq,payload_flip_both,service,task_assign--payload_flip_both,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_from_payload_p1,service,task_assign--target_from_payload_p1,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_from_payload_p2,service,task_assign--target_from_payload_p2,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,target_from_payload_both,service,task_assign--target_from_payload_both,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,payload_from_target_p1,service,task_assign--payload_from_target_p1,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,payload_from_target_p2,service,task_assign--payload_from_target_p2,True,identity,identity,False,False,False,True,False,False,False
git,task_assign,payload_eq,payload_from_target_both,service,task_assign--payload_from_target_both,True,identity,identity,False,False,False,True,False,False,False
git,task_assign,payload_eq,observer_drop_p1,observer_loss,task_assign--observer_drop_p1,True,identity,identity,False,False,False,False,False,True,True
git,task_assign,payload_eq,observer_retry_duplicate_p1,observer_retry,task_assign--observer_retry_duplicate_p1,True,identity,identity,False,False,False,False,False,True,True
git,task_assign,payload_eq,undeclared_probe_local_projection,projection,task_assign--undeclared_probe_local_projection,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,masked_missing_p1,observer_masking,task_assign--masked_missing_p1,True,identity,identity,True,True,True,True,False,False,False
git,task_assign,payload_eq,masked_duplicate_p1,observer_masking,task_assign--masked_duplicate_p1,True,identity,identity,True,True,True,True,False,False,False
git,task_assign,payload_eq,masked_target_flip_p1,observer_masking,task_assign--masked_target_flip_p1,True,identity,identity,True,True,True,True,False,True,True
git,task_assign,payload_eq,masked_forbidden_p1,observer_masking,task_assign--masked_forbidden_p1,True,identity,identity,True,True,True,True,False,False,False
git,preference_upsert,payload_ne,clean,clean,preference_upsert--clean,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,missing_p1,service,preference_upsert--missing_p1,True,identity,global_bijection,False,False,False,False,False,False,False
git,preference_upsert,payload_ne,missing_p2,service,preference_upsert--missing_p2,True,identity,global_bijection,False,False,False,False,False,False,False
git,preference_upsert,payload_ne,missing_both,service,preference_upsert--missing_both,True,identity,global_bijection,False,False,False,False,False,False,False
git,preference_upsert,payload_ne,duplicate_p1,service,preference_upsert--duplicate_p1,True,identity,global_bijection,False,False,False,False,False,False,False
git,preference_upsert,payload_ne,duplicate_p2,service,preference_upsert--duplicate_p2,True,identity,global_bijection,False,False,False,False,False,False,False
git,preference_upsert,payload_ne,duplicate_both,service,preference_upsert--duplicate_both,True,identity,global_bijection,False,False,False,False,False,False,False
git,preference_upsert,payload_ne,forbidden_p1,service,preference_upsert--forbidden_p1,True,identity,global_bijection,False,False,False,False,False,False,False
git,preference_upsert,payload_ne,forbidden_p2,service,preference_upsert--forbidden_p2,True,identity,global_bijection,False,False,False,False,False,False,False
git,preference_upsert,payload_ne,forbidden_both,service,preference_upsert--forbidden_both,True,identity,global_bijection,False,False,False,False,False,False,False
git,preference_upsert,payload_ne,target_constant_p1_0,service,preference_upsert--target_constant_p1_0,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_constant_p1_1,service,preference_upsert--target_constant_p1_1,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_constant_p2_0,service,preference_upsert--target_constant_p2_0,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_constant_p2_1,service,preference_upsert--target_constant_p2_1,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_constant_both_0,service,preference_upsert--target_constant_both_0,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_constant_both_1,service,preference_upsert--target_constant_both_1,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,payload_constant_p1_0,service,preference_upsert--payload_constant_p1_0,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,payload_constant_p1_1,service,preference_upsert--payload_constant_p1_1,True,identity,global_bijection,False,False,False,True,False,False,False
git,preference_upsert,payload_ne,payload_constant_p2_0,service,preference_upsert--payload_constant_p2_0,True,identity,global_bijection,False,False,False,True,False,False,False
git,preference_upsert,payload_ne,payload_constant_p2_1,service,preference_upsert--payload_constant_p2_1,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,payload_constant_both_0,service,preference_upsert--payload_constant_both_0,True,identity,global_bijection,False,False,False,True,False,False,False
git,preference_upsert,payload_ne,payload_constant_both_1,service,preference_upsert--payload_constant_both_1,True,identity,global_bijection,False,False,False,True,False,False,False
git,preference_upsert,payload_ne,target_flip_p1,service,preference_upsert--target_flip_p1,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_flip_p2,service,preference_upsert--target_flip_p2,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_flip_both,service,preference_upsert--target_flip_both,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,payload_flip_p1,service,preference_upsert--payload_flip_p1,True,identity,global_bijection,False,False,False,True,False,False,False
git,preference_upsert,payload_ne,payload_flip_p2,service,preference_upsert--payload_flip_p2,True,identity,global_bijection,False,False,False,True,False,False,False
git,preference_upsert,payload_ne,payload_flip_both,service,preference_upsert--payload_flip_both,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_from_payload_p1,service,preference_upsert--target_from_payload_p1,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_from_payload_p2,service,preference_upsert--target_from_payload_p2,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,target_from_payload_both,service,preference_upsert--target_from_payload_both,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,payload_from_target_p1,service,preference_upsert--payload_from_target_p1,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,payload_from_target_p2,service,preference_upsert--payload_from_target_p2,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,payload_from_target_both,service,preference_upsert--payload_from_target_both,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,observer_drop_p1,observer_loss,preference_upsert--observer_drop_p1,True,identity,global_bijection,False,False,False,False,False,True,True
git,preference_upsert,payload_ne,observer_retry_duplicate_p1,observer_retry,preference_upsert--observer_retry_duplicate_p1,True,identity,global_bijection,False,False,False,False,False,True,True
git,preference_upsert,payload_ne,undeclared_probe_local_projection,projection,preference_upsert--undeclared_probe_local_projection,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,masked_missing_p1,observer_masking,preference_upsert--masked_missing_p1,True,identity,global_bijection,True,True,True,True,False,False,False
git,preference_upsert,payload_ne,masked_duplicate_p1,observer_masking,preference_upsert--masked_duplicate_p1,True,identity,global_bijection,True,True,True,True,False,False,False
git,preference_upsert,payload_ne,masked_target_flip_p1,observer_masking,preference_upsert--masked_target_flip_p1,True,identity,global_bijection,True,True,True,True,False,True,True
git,preference_upsert,payload_ne,masked_forbidden_p1,observer_masking,preference_upsert--masked_forbidden_p1,True,identity,global_bijection,True,True,True,True,False,False,False
git,message_enqueue,target_literal,clean,clean,message_enqueue--clean,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,missing_p1,service,message_enqueue--missing_p1,True,identity,identity,False,False,False,False,False,False,False
git,message_enqueue,target_literal,missing_p2,service,message_enqueue--missing_p2,True,identity,identity,False,False,False,False,False,False,False
git,message_enqueue,target_literal,missing_both,service,message_enqueue--missing_both,True,identity,identity,False,False,False,False,False,False,False
git,message_enqueue,target_literal,duplicate_p1,service,message_enqueue--duplicate_p1,True,identity,identity,False,False,False,False,False,False,False
git,message_enqueue,target_literal,duplicate_p2,service,message_enqueue--duplicate_p2,True,identity,identity,False,False,False,False,False,False,False
git,message_enqueue,target_literal,duplicate_both,service,message_enqueue--duplicate_both,True,identity,identity,False,False,False,False,False,False,False
git,message_enqueue,target_literal,forbidden_p1,service,message_enqueue--forbidden_p1,True,identity,identity,False,False,False,False,False,False,False
git,message_enqueue,target_literal,forbidden_p2,service,message_enqueue--forbidden_p2,True,identity,identity,False,False,False,False,False,False,False
git,message_enqueue,target_literal,forbidden_both,service,message_enqueue--forbidden_both,True,identity,identity,False,False,False,False,False,False,False
git,message_enqueue,target_literal,target_constant_p1_0,service,message_enqueue--target_constant_p1_0,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,target_constant_p1_1,service,message_enqueue--target_constant_p1_1,True,identity,identity,False,False,False,True,False,False,False
git,message_enqueue,target_literal,target_constant_p2_0,service,message_enqueue--target_constant_p2_0,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,target_constant_p2_1,service,message_enqueue--target_constant_p2_1,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,target_constant_both_0,service,message_enqueue--target_constant_both_0,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,target_constant_both_1,service,message_enqueue--target_constant_both_1,True,identity,identity,False,False,False,True,False,False,False
git,message_enqueue,target_literal,payload_constant_p1_0,service,message_enqueue--payload_constant_p1_0,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_constant_p1_1,service,message_enqueue--payload_constant_p1_1,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_constant_p2_0,service,message_enqueue--payload_constant_p2_0,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_constant_p2_1,service,message_enqueue--payload_constant_p2_1,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_constant_both_0,service,message_enqueue--payload_constant_both_0,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_constant_both_1,service,message_enqueue--payload_constant_both_1,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,target_flip_p1,service,message_enqueue--target_flip_p1,True,identity,identity,False,False,False,True,False,False,False
git,message_enqueue,target_literal,target_flip_p2,service,message_enqueue--target_flip_p2,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,target_flip_both,service,message_enqueue--target_flip_both,True,identity,identity,False,False,False,True,False,False,False
git,message_enqueue,target_literal,payload_flip_p1,service,message_enqueue--payload_flip_p1,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_flip_p2,service,message_enqueue--payload_flip_p2,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_flip_both,service,message_enqueue--payload_flip_both,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,target_from_payload_p1,service,message_enqueue--target_from_payload_p1,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,target_from_payload_p2,service,message_enqueue--target_from_payload_p2,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,target_from_payload_both,service,message_enqueue--target_from_payload_both,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_from_target_p1,service,message_enqueue--payload_from_target_p1,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_from_target_p2,service,message_enqueue--payload_from_target_p2,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,payload_from_target_both,service,message_enqueue--payload_from_target_both,True,identity,identity,True,True,True,True,False,True,True
git,message_enqueue,target_literal,observer_drop_p1,observer_loss,message_enqueue--observer_drop_p1,True,identity,identity,False,False,False,False,False,True,True
git,message_enqueue,target_literal,observer_retry_duplicate_p1,observer_retry,message_enqueue--observer_retry_duplicate_p1,True,identity,identity,False,False,False,False,False,True,True
git,message_enqueue,target_literal,undeclared_probe_local_projection,projection,message_enqueue--undeclared_probe_local_projection,True,identity,identity,False,False,False,True,False,True,True
git,message_enqueue,target_literal,masked_missing_p1,observer_masking,message_enqueue--masked_missing_p1,True,identity,identity,True,True,True,True,False,False,False
git,message_enqueue,target_literal,masked_duplicate_p1,observer_masking,message_enqueue--masked_duplicate_p1,True,identity,identity,True,True,True,True,False,False,False
git,message_enqueue,target_literal,masked_target_flip_p1,observer_masking,message_enqueue--masked_target_flip_p1,True,identity,identity,True,True,True,True,False,False,False
git,message_enqueue,target_literal,masked_forbidden_p1,observer_masking,message_enqueue--masked_forbidden_p1,True,identity,identity,True,True,True,True,False,False,False
git,reminder_delete,payload_literal,clean,clean,reminder_delete--clean,True,identity,identity,True,True,True,True,False,True,True
git,reminder_delete,payload_literal,missing_p1,service,reminder_delete--missing_p1,True,identity,identity,False,False,False,False,False,False,False
git,reminder_delete,payload_literal,missing_p2,service,reminder_delete--missing_p2,True,identity,identity,False,False,False,False,False,False,False
git,reminder_delete,payload_literal,missing_both,service,reminder_delete--missing_both,True,identity,identity,False,False,False,False,False,False,False
git,reminder_delete,payload_literal,duplicate_p1,service,reminder_delete--duplicate_p1,True,identity,identity,False,False,False,False,False,False,False
git,reminder_delete,payload_literal,duplicate_p2,service,reminder_delete--duplicate_p2,True,identity,identity,False,False,False,False,False,False,False
git,reminder_delete,payload_literal,duplicate_both,service,reminder_delete--duplicate_both,True,identity,identity,False,False,False,False,False,False,False
